mOTU	kingdom	phylum	class	order	family	genus	species
OTU1571	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium sp. SCGC AAA160-P02
OTU1572	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobia class incertae sedis	o__Verrucomicrobia order incertae sedis	f__Verrucomicrobia fam. incertae sedis	g__Verrucomicrobia gen. incertae sedis	s__Verrucomicrobia bacterium SCGC AAA164-E04
OTU1573	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Alphaproteobacteria order incertae sedis	f__Alphaproteobacteria fam. incertae sedis	g__Alphaproteobacteria gen. incertae sedis	s__alpha proteobacterium SCGC AAA536-G10
OTU1574	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Alphaproteobacteria order incertae sedis	f__Alphaproteobacteria fam. incertae sedis	g__Alphaproteobacteria gen. incertae sedis	s__alpha proteobacterium SCGC AAA536-K22
OTU1576	k__Bacteria	p__Cyanobacteria/Melainabacteria group	c__Cyanobacteria	o__Pleurocapsales	f__Xenococcaceae	g__Xenococcus	s__Xenococcus sp. PCC 7305
OTU1577	k__Bacteria	p__Cyanobacteria/Melainabacteria group	c__Cyanobacteria	o__Oscillatoriales	f__Coleofasciculaceae	g__Geitlerinema	s__Geitlerinema sp. PCC 7105
OTU1578	k__Bacteria	p__Cyanobacteria/Melainabacteria group	c__Cyanobacteria	o__Synechococcales	f__Leptolyngbyaceae	g__Leptolyngbya	s__Leptolyngbya sp. PCC 7375
OTU1579	k__Bacteria	p__Cyanobacteria/Melainabacteria group	c__Cyanobacteria	o__Chroococcales	f__Chroococcaceae	g__Gloeocapsa	s__Gloeocapsa sp. PCC 73106
OTU1580	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Methylophaga	s__Methylophaga aminisulfidivorans
OTU1581	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Hahellaceae	g__Endozoicomonas	s__Endozoicomonas montiporae
OTU1582	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina newyorkensis
OTU1583	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus haemolyticus
OTU1584	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__Hyphomicrobium nitrativorans
OTU1585	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter sp. P8-3-8
OTU1586	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Kocuria	s__Kocuria rhizophila
OTU1587	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp. KC8
OTU1588	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__Neisseria wadsworthii
OTU1589	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Caloramator	s__Caloramator sp. ALD01
OTU1590	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus phosphovorus
OTU1591	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__Neisseria shayeganii
OTU1592	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	s__Aeromicrobium massiliense
OTU1593	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes timonensis
OTU1594	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes senegalensis
OTU1595	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus senegalensis
OTU1596	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus timonensis
OTU1597	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium senegalense
OTU1598	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium senegalense
OTU1599	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Kurthia	s__Kurthia sp. Dielmo
OTU1600	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Kurthia	s__Kurthia massiliensis
OTU1601	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Kurthia	s__Kurthia sp. JC8E
OTU1602	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus senegalensis
OTU1603	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus senegalensis
OTU1604	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Salinisphaerales	f__Salinisphaeraceae	g__Salinisphaera	s__Salinisphaera shabanensis
OTU1605	k__Bacteria	p__Bacteria phylum incertae sedis	c__Bacteria class incertae sedis	o__Haloplasmatales	f__Haloplasmataceae	g__Haloplasma	s__Haloplasma contractile
OTU1606	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Senegalimassilia	s__Senegalimassilia anaerobia
OTU1607	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus massiliosenegalensis
OTU1608	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp. HW567
OTU1609	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium branchiophilum
OTU1610	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma anatis
OTU1611	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus pittmaniae
OTU1612	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis
OTU1613	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas diminuta
OTU1614	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__Capnocytophaga sp. oral taxon 326
OTU1615	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium durum
OTU1616	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Alloprevotella	s__Prevotella sp. oral taxon 473
OTU1617	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Dehalobacter	s__Dehalobacter sp. FTH1
OTU1619	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Idiomarinaceae	g__Idiomarina	s__Idiomarina sp. A28L
OTU1620	k__Bacteria	p__Cyanobacteria/Melainabacteria group	c__Cyanobacteria	o__Nostocales	f__Nostocaceae	g__Nostoc	s__Nostoc sp. PCC 7120
OTU1621	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharothrix	s__Saccharothrix syringae
OTU1622	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma columbinum
OTU1623	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Azorhizobium	s__Azorhizobium doebereinerae
OTU1624	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium elkanii
OTU1625	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium elkanii
OTU1626	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium japonicum
OTU1627	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium sp. WSM2793
OTU1628	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium sp. WSM3983
OTU1629	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas fluorescens
OTU1630	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobium loti
OTU1631	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobium erdmanii
OTU1632	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobium sp. WSM3224
OTU1633	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobium sp. WSM3626
OTU1634	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium sp. ARR65
OTU1635	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acetobacter	s__Acetobacter tropicalis
OTU1636	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium giardinii
OTU1637	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium sullae
OTU1638	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium leucaenae
OTU1639	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__Ensifer sp. WSM1721
OTU1640	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__candidatus Arthromitus	s__candidatus Arthromitus sp. SFB-rat-Yit
OTU1641	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium columnare
OTU1642	k__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__Methanocella conradii
OTU1643	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. SY8519
OTU1644	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas fluorescens
OTU1645	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Marinobacterium	s__Marinobacterium stanieri
OTU1646	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacteriaceae gen. incertae sedis	s__Flavobacteriaceae bacterium S85
OTU1647	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer agarilyticus
OTU1648	k__Archaea	p__Euryarchaeota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp. 4557
OTU1649	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Serinicoccus	s__Serinicoccus profundi
OTU1650	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Demequinaceae	g__Lysinimicrobium	s__Lysinimicrobium mangrovi
OTU1651	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter longus
OTU1652	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Citricoccus	s__Citricoccus sp. CH26A
OTU1653	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas	s__Pseudoxanthomonas spadix
OTU1654	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira intermedia
OTU1655	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Serratia	s__Serratia sp. ATCC 39006
OTU1656	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Bizionia	s__Bizionia argentinensis
OTU1657	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Gayadomonas	s__Gayadomonas joobiniege
OTU1658	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter lipolyticus
OTU1659	k__Bacteria	p__candidatus Microgenomates	c__candidatus Microgenomates class incertae sedis	o__candidatus Microgenomates order incertae sedis	f__candidatus Microgenomates fam. incertae sedis	g__candidatus Microgenomatus	s__candidatus Microgenomatus auricola
OTU1660	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Frankiales	f__Sporichthyaceae	g__Sporichthya	s__Sporichthya polymorpha
OTU1661	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	s__Alicyclobacillus acidocaldarius
OTU1662	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Anditalea	s__Anditalea andensis
OTU1663	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__Leptospira alexanderi
OTU1664	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__Leptospira broomii
OTU1665	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__Leptospira inadai
OTU1666	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__Leptospira kmetyi
OTU1667	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Allobaculum	s__Allobaculum stercoricanis
OTU1668	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinopolysporales	f__Actinopolysporaceae	g__Actinopolyspora	s__Actinopolyspora mortivallis
OTU1669	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium tumefaciens
OTU1670	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionibacterium	s__Propionibacterium acnes
OTU1671	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium barthaii
OTU1672	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acetobacteraceae gen. incertae sedis	s__Acetobacteraceae bacterium AT-5844
OTU1673	k__Archaea	p__Euryarchaeota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmatales fam. incertae sedis	g__Thermoplasmatales gen. incertae sedis	s__Thermoplasmatales archaeon BRNA1
OTU1674	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces purpureus
OTU1675	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Nitrosococcus	s__Nitrosococcus watsonii
OTU1676	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__Acidilobales	f__Caldisphaeraceae	g__Caldisphaera	s__Caldisphaera lagunensis
OTU1677	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium marinum
OTU1678	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Grimontia	s__Grimontia indica
OTU1679	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Nocardia	s__Nocardia sp. BMG51109
OTU1680	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__Ensifer sp. BR816
OTU1681	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium paraconglomeratum
OTU1682	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__Ensifer adhaerens
OTU1683	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Acetobacterium	s__Acetobacterium dehalogenans
OTU1684	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsis nigrescens
OTU1685	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Succinispira	s__Succinispira mobilis
OTU1686	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus
OTU1687	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__candidatus Glomeribacter	s__candidatus Glomeribacter gigasporarum
OTU1688	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Haloferacales	f__Haloferacaceae	g__Halonotius	s__Halonotius sp. J07HN4
OTU1689	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus sp. NSP22.2
OTU1690	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriales fam. incertae sedis	g__Halobacteriales gen. incertae sedis	s__haloarchaeon 3A1_DGR
OTU1691	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Caballeronia	s__Paraburkholderia grimmiae
OTU1692	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas boliviensis
OTU1693	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Basilea	s__Basilea psittacipulmonis
OTU1694	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacter showae
OTU1695	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Eikenella	s__Eikenella corrodens
OTU1696	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Gordoniaceae	g__Gordonia	s__Gordonia araii
OTU1697	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Cronobacter	s__Cronobacter condimenti
OTU1698	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus curvatus
OTU1699	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium squillarum
OTU1700	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Blattabacteriaceae	g__Blattabacterium	s__Blattabacterium sp. (Mastotermes darwiniensis)
OTU1701	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Gordoniaceae	g__Gordonia	s__Gordonia amarae
OTU1702	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Blattabacteriaceae	g__Blattabacterium	s__Blattabacterium punctulatus
OTU1703	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Methylosinus	s__Methylosinus sp. PW1
OTU1704	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__Rhodanobacter sp. OR444
OTU1705	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Dietziaceae	g__Dietzia	s__Dietzia alimentaria
OTU1706	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecis
OTU1707	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Arthrobacter	s__Arthrobacter globiformis
OTU1708	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Gordoniaceae	g__Gordonia	s__Gordonia effusa
OTU1709	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium thermoresistibile
OTU1710	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus sp. HGB0015
OTU1711	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Paenisporosarcina	s__Paenisporosarcina sp. HGH0030
OTU1712	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium mongolense
OTU1713	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces chartreusis
OTU1714	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter sp. S-77
OTU1715	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas elodea
OTU1716	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__candidatus Aquiluna	s__candidatus Aquiluna sp. IMCC13023
OTU1717	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Pelagibacterium	s__Pelagibacterium halotolerans
OTU1718	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobium amorphae
OTU1719	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriales fam. incertae sedis	g__Halobacteriales gen. incertae sedis	s__halophilic archaeon J07HX64
OTU1720	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Glaciecola	s__Glaciecola nitratireducens
OTU1721	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium frigoris
OTU1723	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Commensalibacter	s__Commensalibacter intestini
OTU1724	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Gluconobacter	s__Gluconobacter morbifer
OTU1725	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichales fam. incertae sedis	g__Fangia	s__Fangia hongkongensis
OTU1726	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Gordoniaceae	g__Gordonia	s__Gordonia sputi
